Source,Date,Title,Authors,Text,Keywords
foxnews,,Eccentric millionaire offers to hack into terrorist's iPhone,[],,"['terrorists', 'eccentric', 'millionaire', 'offers', 'iphone', 'hack']"
foxnews,,Technology Photos,[],"2016 FOX News Network, LLC. All rights reserved. This material may not be published, broadcast, rewritten, or redistributed. All market data delayed 20 minutes. Privacy - Terms - FAQ","['redistributed', 'reserved', 'rewritten', 'rights', 'minutes', 'material', 'privacy', 'photos', 'published', 'terms', 'technology', 'network']"
foxnews,2016-02-22 00:00:00,Syrian residents weary of reports on provisional truce,[],"Residents of the Syrian capital expressed skepticism on Monday about reports that a ""provisional agreement"" has been reached for a truce, a day after a wave of Islamic State bombings killed about 130 people in government-held areas near Damascus and beyond.

Details of the tentative cease-fire, announced in Jordan on Sunday by U.S. Secretary of State John Kerry, have not been made public. Even if a truce were to take hold, the Islamic State is not party to any such cease-fires or negotiations for a truce.

In a possible sign of some breakthrough, the Russian Foreign Ministry put out a statement Monday saying that Russian Foreign Minister Sergey Lavrov and Kerry spoke two more times by telephone on Sunday evening and during the course of their conversations agreed on the parameters for the cease-fire in Syria.

The statement said these parameters were then reported to Russian President Vladimir Putin and President Barack Obama. No further details were immediately available.

Sunday's blasts that ripped through the Sayyida Zeinab suburb of Damascus and the central city of Homs were among the deadliest bombings in government-held areas in Syria's devastating five-year civil war.

The Islamic State group claimed both attacks. The extremists are dug in on the outskirts of the two cities and have repeatedly targeted pro-government strongholds.

The mood in government-controlled Damascus was weary on Monday. Inside the Hamidiyeh Souk, a popular bazaar which is typically crowded with shoppers, people said they were worried that a ceasefire would not be evenly observed and could leave the Syrian authorities vulnerable.

""I hope there will be no ceasefire. Because if there is a ceasefire, Turks will increase their support for criminals and traitors,"" said Ahmad Al-Omar from the northern Aleppo province, adding that Turkey may seek to let opposition fighters in via its border with Syria.

Others at the bazaar echoed President Bashar Assad's statements that a ceasefire could give an advantage to rebel forces and also the Islamic State group.

""I believe that those proposals now are ... a pretext to stop the advance of the Syrian army which is trying to liberate the homeland,"" said Ahmad Al-Issa.

Sunday's blasts came as Kerry announced that a ""provisional agreement"" has been reached on a cessation of hostilities that could begin in the next few days. But he acknowledged that it's not finalized and all parties might not automatically comply.

Kerry declined to go into the details of the agreement, saying it ""is not yet done.""

""The modalities for a cessation of hostilities are now being completed,"" Kerry said, adding that it was ""possible over the course of these next hours.""

The Damascus authorities said the government was ready to take part in a truce as long as it is not used by militants to reinforce their positions. Syrian troops, backed by Russian warplanes are on a major offensive in the northern Aleppo province, trying to seal the border with Turkey, a key supporter of the rebels, before any truce is reached.

Meanwhile, the Syrian government's supply route by land to the city of Aleppo was cut by heavy fighting Monday as the army, supported by allied militias and the Russian air force, fought to consolidate its recent gains in the northern province.

The Britain-based Syrian Observatory for Human Rights, which relies on a network of contacts to monitor the war, said Islamic militias assaulted government-held positions around Khanaser, a town southeast of Aleppo, setting off intense clashes that have lasted through the day. Khanaser lies along the government's only access route to Aleppo.

Aleppo, Syria's largest city and one-time commercial center, is divided between the government and its opponents, while ISIS holds a wide front to the east of the city.

Fighting has been fierce in Aleppo province in recent weeks amid a government offensive to cut off the rebel stronghold.

The Russian Foreign Ministry put out a statement on Monday condemning Sunday's bomb blasts in Damascus and Homs and calling for a ""proper, principled response"" from the international community to prevent terrorist groups from further aggravating the situation in Syria and inciting sectarian strife.

""The brutal crimes by extremists are aimed at intimidating the civilian population and undermining attempts to achieve a lasting political settlement of the Syrian crisis in the interests of all Syrians and efforts to end the violence and bloodshed,"" the Russian statement said.

","['kerry', 'islamic', 'ceasefire', 'aleppo', 'reports', 'provisional', 'damascus', 'state', 'statement', 'russian', 'truce', 'weary', 'syrian', 'residents']"
foxnews,2016-02-21 00:00:00,"US, North Korea agreed to peace talks before latest nuclear test",[],"Days before North Koreas latest nuclear-bomb test, the Obama administration secretly agreed to talks to try to formally end the Korean War, dropping a longstanding condition that Pyongyang first take steps to curtail its nuclear arsenal.

Instead the U.S. called for North Koreas atomic-weapons program to be simply part of the talks. Pyongyang declined the counter-proposal, according to U.S. officials familiar with the events. Its nuclear test on Jan. 6 ended the diplomatic gambit.

The episode, in an exchange at the United Nations, was one of several unsuccessful attempts that American officials say they made to discuss denuclearization with North Korea during President Barack Obamas second term while also negotiating with Iran over its nuclear program.

The State Department on Sunday acknowledged the U.S. exchange with North Korea, saying it took place in accordance with longstanding U.S. goals.

To be clear, it was the North Koreans who proposed discussing a peace treaty. We carefully considered their proposal, and made clear that denuclearization had to be part of any such discussion, said spokesman John Kirby, adding the North rejected it. Our response to the North Korean proposal was consistent with our longstanding focus on denuclearization.

Mr. Obama has pointed to the Iran deal to signal to North Korea that he is open to a similar track with the regime of Kim Jong Un. But the White House sees North Korea as far more opaque and uncooperative. The latest fruitless exchanges typified diplomacy between the U.S. and Pyongyang in recent years.

Since taking power at the end of 2011, Mr. Kim has stepped up the Norths demands for a peace treaty to formally end the Korean War, 63 years after it ended with an armistice. Many analysts see the move as an attempt to force the removal of the U.S. military in the South. The U.S. insists denuclearization must have priority, and said that has to be part of any peace talks, even while dropping the precondition that North Korea first take steps that show a willingness to give up its nuclear program.

Pyongyang rejects that. For North Korea, winning a peace treaty is the center of the U.S. relationship, said Go Myung-hyun, an expert on North Korea at the Asan Institute for Policy Studies, a Seoul-based think tank. It feels nuclear development gives it a bigger edge to do so.

The international reaction to North Koreas January nuclear test and follow-up rocket launch this month was swift, with Japan imposing new penalties on Pyongyang, South Korea closing an inter-Korean industrial park that had filled the Norths coffers and American lawmakers passing a bill to tighten economic sanctions against the regime. Mr. Obama signed the bill into law last Thursday.

Click for more from The Wall Street Journal.","['korea', 'north', 'longstanding', 'nuclear', 'agreed', 'peace', 'treaty', 'talks', 'pyongyang', 'test', 'obama', 'latest']"
foxnews,2016-02-21 00:00:00,Combat veteran who earned Purple Heart killed while helping stranded motorist,[],"A decorated combat veteran with a wife and three children was struck and killed on the side of the road Thursday after he stopped to help a stranded motorist.

Aaron J. Eidem, 37, was struck by his own Toyota Avalon, after the parked car was hit by a tractor-trailer on Interstate 44 just west of Springfield, Mo., where Eidem resided. Eidem had pulled over to help a motorist move a disabled vehicle from the inside shoulder of the highway to the right shoulder, which was deemed a safer spot to change a tire, an officer at the scene told the Springfield News-Leader.

He was a good Samaritan, Patrol Sgt. Jason Pace said. He stopped and was helping a vehicle with a flat tire.

After hitting Eidems car, the tractor-trailer hit another vehicle, which then collided with a second tractor-trailer. No other injuries were reported, however.

Officials told FoxNews.com on Monday morning that no charges were anticipated in connection with the crash.



A U.S. Army captain, Eidem was also an assistant professor of military science at Missouri State University.

He served his country for almost 20 years as a military police officer and instructor, Dean of the College of Health and Human Services Victor Matthews wrote in a statement. He deployed to combat three times, earning the Bronze Star and Purple Heart.

Matthews described Eidem as a highly respected leader developer.","['shoulder', 'heart', 'combat', 'earned', 'purple', 'veteran', 'stranded', 'told', 'eidem', 'helping', 'stopped', 'motorist', 'vehicle', 'tractortrailer', 'struck', 'military', 'killed', 'springfield', 'officer']"
foxnews,2016-02-22 00:00:00,Man reportedly crushed to death by own van in Central Park,[],"A construction worker was killed in Central Park Monday when he was crushed by his own van, officials said.

The man was working near East Drive and East 74th Street when he got out of his white Ford van to check on a mechanical issue around 6:40 a.m., cops said.

While he was investigating, the van started to roll down an incline and crushed the man. He was pronounced dead at the scene.

The man had been doing some type of work near the parks Loeb Boathouse. The truck that killed him is owned by MSM Empire Construction Corp., which is based in Mineola.

Click for more from The New York Post.

","['death', 'central', 'working', 'reportedly', 'worker', 'park', 'crushed', 'near', 'construction', 'york', 'van', 'east', 'killed', 'man']"
foxnews,2016-02-19 00:00:00,Sleep apnea may be bad for kidneys,[],"Having sleep apnea may increase the risk of chronic kidney disease, according to a report from Taiwan.

Researchers analyzed data from 2000 through 2010 on 8,600 adults diagnosed with sleep apnea and four times as many adults of similar age, sex and monthly income without sleep apnea, using Taiwan's National Health Insurance Research Database.

They found 157 new cases of chronic kidney disease among people with sleep apnea and 298 cases in the comparison group, according to Yung-Tai Chen of Taipei City Hospital Heping Fuyou Branch in Taiwan and coauthors.

After taking other health factors into account, sleep apnea increased the risk of kidney disease by 58%. By comparison, hypertension (a known risk factor for kidney disease) increased the risk by 17%. Diabetes was a stronger predictor than both other factors, more than doubling the risk of kidney disease, the research team reported online February 1 in Respirology.

Intermittent low oxygen levels during the night and fragmented sleep patterns may activate higher blood pressure, which would damage the kidneys and could make individuals more susceptible to chronic kidney disease, said Tetyana Kendzerska of the University of Toronto Institute for Clinical Evaluative Sciences, who was not part of the study in Taiwan.

But, ""the findings from this study are limited by lack of information on sleep apnea and chronic kidney disease severity given that these conditions were defined through the health administrative data,"" Kendzerska said.

Factors like obesity and smoking status are also important for kidney risk but were not included in the assessment, she told Reuters Health by email.

""So, instead of concluding that sleep apnea has the same impact as high blood pressure on the kidney, I would rather conclude that this study suggests that the association between sleep apnea and chronic kidney disease may exist,"" and should be validated with more powerful studies, she said.

Moderate to severe obstructive sleep apnea can be treated with continuous positive airway pressure (CPAP) at night which may decrease high blood pressure and mitigate kidney risk, Kendzerska said.

""These findings raise the issue of whether the relationship between sleep apnea and chronic kidney disease is unidirectional or bidirectional,"" she said. ""If the importance of sleep apnea and preventive effect of treatment will be confirmed in further studies, sleep apnea should be added to the list of modifiable risk factors considered in (chronic kidney disease) risk assessment.""

The authors of the study did not respond to a request for comment.","['apnea', 'risk', 'pressure', 'study', 'disease', 'chronic', 'bad', 'sleep', 'health', 'kendzerska', 'kidneys', 'kidney']"
foxnews,,Streaming Video Coverage,[],,"['streaming', 'video', 'coverage']"
foxnews,2016-02-22 00:00:00,Raptors-Knicks Preview,[],"Two lackluster efforts around Toronto's hosting of All-Star festivities were enough to convince the Raptors to get back to business and buckle down defensively.

After accomplishing that goal while avoiding their longest losing streak in three months, they're hoping to build on it in their first visit to Madison Square Garden.

Kyle Lowry and DeMar DeRozan look to continue their success in this series Monday night when the Atlantic Division leaders try to avoid a season high-tying third straight road loss and deny the Knicks their first back-to-back wins in more than a month.

Toronto ranks in the NBA's top five with 97.7 points allowed per game, but that solid defense didn't show up in a 117-112 loss at Minnesota on Feb. 10 prior to the break or a 116-106 road defeat to a previously struggling Chicago team on Friday.

That changed Sunday, however, when the Raptors (36-18) held Memphis to 36.8 percent shooting, including 3 for 20 from 3-point range, in a 98-85 home victory.

""For sure, it felt like that,"" said Lowry, who played with DeRozan in his second All-Star Game on Feb. 14 at Air Canada Centre. ""...But now we're back to winning ways.""

Toronto avoided its first three-game losing streak since Nov. 15-18 with its 15th victory in 18 games. DeRozan scored 21 in the team's first home game since Jan. 30 and Jonas Valanciunas had his second straight double-double with 10 points and 12 boards.

""Everyone's knees were bent, down in the stance, ready to play and out of the vacation mode I think,"" coach Dwane Casey said. ""I think the whole league has to get used to that long week of time off and get back into game shape, get the sea legs back, get the mentality back.""

Casey's club will try to stay focused on defense against New York, which has shot 50 percent or better in two of its past three but has a 42.8 mark while dropping 11 of 13.

The Knicks (24-33) hit at a 50.6 percent clip Saturday to snap a season-high seven-game losing streak with a 103-95 win at Minnesota. Carmelo Anthony led the way with 30 points and Robin Lopez matched season highs with 26 points and 16 rebounds.

New York outrebounded Minnesota 51-31 and led by 24 in the fourth quarter en route to giving interim coach Kurt Rambis his first win in three games since taking over for the fired Derek Fisher.

Anthony's sore knee seems to be improving as the All-Star forward is averaging 28.3 points and 10.3 rebounds while playing at least 37 minutes in the last three games. He's played well when he's been able to go against Toronto, scoring 30.6 per game over his last seven meetings.

""Whatever I got to do to get these wins up I'm going to do it,"" Anthony said.

Anthony finished with 25 points to key a 111-109 win at Toronto on Nov. 10 before having to sit out last month's meeting when Arron Afflalo scored 20 in a 103-93 loss north of the border.

Lowry has totaled 49 points in the season series, while DeRozan has scored 55.

DeRozan can pass Chris Bosh and Morris Peterson with a franchise-record 233rd win in a Toronto uniform.","['streak', 'toronto', 'scored', 'loss', 'win', 'minnesota', 'season', 'derozan', 'game', 'points', 'raptorsknicks', 'preview']"
foxnews,2016-02-17 00:00:00,The Feds vs. Apple: Is Apple Putting a Dead Terrorist Before Americans' National Security?,[],"Fox Nation:

Apple refuses court order to break into dead San Bernardino terrorist's iPhone. Guests Philip Segal and Scott Vernick weigh whether national security or privacy rights are more important in this matter. Is Apple putting a dead terrorist before Americans' national security and should Americans walk away from Apple?

RELATED: Apple Fights Order to Break Into San Bernardino Terrorist's iPhone

Guests weigh in on the ""O'Reilly Factor"" guest-hosted by Eric Bolling.

Watch the clip above and sound off below!","['terrorist', 'apple', 'terrorists', 'bernardino', 'national', 'dead', 'break', 'vs', 'feds', 'americans', 'weigh', 'putting', 'security', 'order', 'san']"
foxnews,,LA Reid talks making music and finding magic,[],,"['magic', 'la', 'reid', 'finding', 'music', 'talks', 'making']"
foxnews,,Dylan Scott: Old school country,[],,"['old', 'school', 'dylan', 'scott', 'country']"
foxnews,2016-02-22 00:00:00,"Scientists develop simple blood test to improve TB diagnosis, treatment",[],"In 2014, the World Health Organization (WHO) issued a challenge to researchers develop better diagnostic tests for active tuberculosis. Now, researchers at Stanford University School of Medicine are one step closer, having identified a distinguishing signature for the difficult-to-diagnose disease.

Existing diagnostic methods, such as the skin prick test, arent able to identify patients with active TB and those who are no longer sick, or have been vaccinated against TB. These older tests can also miss the diagnosis in patients with HIV.

Using sputum samples is a common way to test for disease-causing bacterium, but it can be difficult for patients to produce sputum on demand especially if theyre starting to get better or produce an adequate amount, making it difficult to diagnose.

The new test, detailed in a paper published February 19 in Lancet Respiratory Medicine, uses a blood sample. Stanford researchers identified three human genes whose expression changes in a consistent pattern, revealing the presence of an active TB infection, according to a news release. In a test of 1,400 human samples, researchers confirmed that the test accurately distinguished active TB, but could also be used to test patient improvement and response to treatment.

According to researchers, their test can be potentially given under relatively basic field conditions in rural and underdeveloped areas of the world any hospital should be able to administer it.

According to WHO, an estimated 9.6 million people were sickened by the infectious bacterial disease and 1.5 million people died of the disease in 2014.

One-third of the worlds population is currently infected with TB. Even if only 10 percent of them get active TB, thats still 3 percent of the worlds population  240 million people, senior author Purvesh Khatri, PhD, an assistant professor of medicine, said in the news release.

Khatri is fundraising to develop the test for widespread use as both a diagnostic tool and to monitor recovery in clinical trials, which will allow for more rapid development of better and cheaper treatments.","['medicine', 'worlds', 'develop', 'simple', 'million', 'treatment', 'diagnostic', 'better', 'active', 'patients', 'blood', 'diagnosis', 'scientists', 'test', 'tb', 'researchers', 'improve']"
foxnews,2016-02-17 00:00:00,The heat goes on: Earth sets 9th straight monthly record,[],"WASHINGTON  The January figures are in, and Earth's string of hottest-months-on-record has now reached nine in a row. But NASA said January stood out: The temperature was above normal by the highest margin of any month on record.

And January set another record: Arctic sea ice reached its lowest point for that ice-building winter month.

NASA said January 2016 was 2.03 degrees Fahrenheit above normal. The National Oceanic and Atmospheric Administration, which calculates temperatures differently, said last month was 1.87 degrees, which is the second biggest margin in history. NOAA said the greatest was this past December.

January's average global temperature was a record 55.5 degrees Fahrenheit, easily beating the old January record set in 2007, according to NOAA Records go back to 1880.

There were colder-than-normal patches in parts of the United States, Europe and Asia in January, but they were overwhelmed by incredible ""off our chart"" warming in the Arctic region, according to NOAA climate scientist Jessica Blunden. Siberia, northwest Canada, and a lot of Alaska were at least 9 degrees Fahrenheit warmer than normal, she said.

That heat was why there was record low sea ice in the Arctic for this time of year, when sea ice grows, Blunden said.

January Arctic sea ice averaged only 5.2 million square miles in January, which is 90,000 square miles below the previous record set in 2011, according to the National Snow and Ice Data Center. It's also 402,000 square miles  about the size of Texas and New Mexico, combined  less than the 30-year normal.

The string of nine consecutive record hot months matches June 1997 to February 1998, which was the last time Earth had a large El Nino. It is still behind the 10 straight months of record heat in 1944, Blunden said. It's likely we'll tie that record in February, she said.

The current El Nino  an occasional natural warming of parts of the Pacific that changes weather around the world and spikes global temperatures  is tied with 1997-1998 for the strongest on record, according to NOAA. And while it has been predicted to ease soon, it has not lessened yet, said NOAA Climate Prediction Center deputy director Mike Halpert.

NASA chief climate scientist Gavin Schmidt blamed the record heat mostly on man-made climate change, with an assist from El Nino.","['climate', 'square', 'goes', 'monthly', 'straight', 'according', 'ice', 'noaa', 'record', 'heat', 'set', 'degrees', '9th', 'sets', 'earth', 'arctic', 'sea']"
foxnews,2016-02-16 00:00:00,Cougars are increasingly making meals of our pets,[],"Wildlife officials in California have a disturbing revelation for pet owners: Most mountain lions in the region seem to have acquired a taste for dogs and cats.

As the San Francisco Chronicle reports, that insight comes from an analysis of the stomach contents of mountain lions legally killed last year. Of the 83 cougars analyzed, 52% had recently dined on a dog, a cat, or another domestic animal.

The true percentage is likely higher, however, because the contents of 18% of the stomachs were too digested to make a determination. As for deer, considered a menu staple, a measly 5% of the mountain lions had eaten one.

One resident of Vista can attest, blaming a mountain lion for killing his Lab mix one morning earlier this month. My neighbor found him, basically mortally wounded,"" he tells Fox 5 San Diego, adding that ""multiple sightings"" of mountain lions have been reported locally. As if that's not enough cause for worry, an official with the Department of Fish and Wildlife says the new figures don't take into account coyotes. ""Many coyote attacks on animals and people happen when the coyote sneaks up from behind,"" he says. And yard attacks also are common. ""A coyote can jump over an 8-foot fence, grab a small dog or cat and be gone before you even know its there.""

This article originally appeared on Newser: Cougars Increasingly Making Meals of Dogs, Cats

More From Newser","['mountain', 'wildlife', 'san', 'increasingly', 'newser', 'dog', 'cougars', 'dogs', 'lions', 'pets', 'coyote', 'making', 'meals', 'contents']"
foxnews,2016-02-19 00:00:00,Scalia and the Supreme Court: What the Justice would want now,['Roger Pilon'],"After the tragic and untimely death of Justice Antonin Scalia, the nation has before it the question of whether to fill his seat now or only after the people have spoken in November. On that question, those of us who knew him and knew his deep respect for the place of politics in our constitutional order know that he would have been the first to remind us that the president may nominate his replacement, but the Senates power to consent, or not, is equally important and equally to be respected.

Far more important than that immediate question, however, is whether Justice Scalias legacy of respect for the written Constitution and the limited government it authorizes will continue to animate the nations highest court, or whether instead the Court will join the political branches as handmaiden and move us ever closer to the vision President Obama and his party have been pushing now for nearly eight decades.

We need only look to those of Mr. Obamas persuasion who would succeed him for the particulars of that vision. Driven by identity politics and class warfare, and informed by a medieval understanding of economics, they would make America look like the rest of the worlda world from which so many of us have fled. They rail against our present economic straits, especially for the young, yet would only double down on the very policies that have brought us here and so endanger our future. Answering always the same, their solution for government created problems is more government programs.

Justice Scalia had little patience for that vision, but he was a study in judicial evolution. He arrived at the Court of Appeals for the District of Columbia in 1982 a staunch friend of the free market but also a strict disciple of judicial restraint, the view then animating conservatives that judges should defer to the political branches in all but the clearest cases of constitutional abuse. Thus, in a famous debate two years later with his former University of Chicago colleague, Richard Epstein, over whether judges should better protect economic liberty than they had done in recent decades, Scalia argued that that should happen only if facilitated by the creation of a constitutional ethos of economic liberty, which he did not see. Rising to the occasion, Epstein pressed Scalia to pursue, energetically, the tasks that our Constitution assigns to him.

And so the issues were joined in a struggle that had begun a decade earlier at Chicago and would continue to the presentbetween conservatives urging judicial restraint, against the excesses of the Warren and Burger Courts, and libertarians urging judges to engage more fully in enforcing the Madisonian vision of constitutionally limited government. As that debate evolved increasingly in the direction of greater engagement, so too did many of the judges Presidents Reagan, Bush 41, and Bush 43 appointed, including Justice Scalia.

In 1993, for example, Scalia joined us at Cato for an informal luncheon discussion where I asked him if the Court was ever going to revive the doctrine of enumerated powers as wed been urgingthe bedrock principle that Congress has only limited, enumerated powers, the rest belonging to the states or the people, as the Tenth Amendment says. Oh we lost that battle a long time ago, he responded. Yet two years later the Court held, for the first time in 58 years, that Congress had exceeded its power to regulate interstate commerce when it enacted the Gun-Free Schools Act of 1990and Scalia was on the right side of that 5-4 decision. And two years after that he would write the 5-4 opinion holding that Congress had no power to dragoon state officials into carrying out federal functions.

Justice Scalias federalism was not entirely consistent. Nor did he ever wholly embrace the vision of constitutional liberty that many of us have urged. He is famous, however, for holding that the Second Amendment protects an individual right to keep and bear arms. That again was a 5-4 decision, as often were his property rights rulings. Thus, he held that South Carolina could not provide its citizens with various goods by prohibiting a man from building on his property, the result of which was to wipe out the million dollars hed paid for it. Shockingly, four justices would have allowed thatthe same four, ideologically speaking, who would have allowed government restrictions on religious liberty, school choice, campaign finance, and so much more.

Today, the complaint about an activist Court more often comes from progressives who see that branch as impeding their plans for ever more government. Mr. Obama should know: more than any other administration, his has lost before the Court more than half the time, many of the most important cases by a single vote. Is it any wonder that he wants to fill Justice Scalias seat as quickly as possible, or that he is already trying to shame Senate Republicans against a filibuster, the very tactic he himself employed against then-Judge Samuel Alito? And that was not a lame-duck year.

Given the profound implications for the nations future of this presidents filling this seat, it is imperative, especially after the people spoke so clearly in 2014, that they be allowed to speak once more about our future before this seat is filled.

Roger Pilon is vice president for legal affairs at the Cato Institute, founding director of Catos Center for Constitutional Studies, and publisher of the Cato Supreme Court Review.","['supreme', 'court', 'justice', 'scalias', 'question', 'judges', 'liberty', 'seat', 'scalia', 'constitutional', 'vision']"
foxnews,,Gretchen's Take: Will dialogue with Pope help or hurt Trump?,[],,"['dialogue', 'help', 'pope', 'gretchens', 'hurt', 'trump']"
foxnews,2016-02-19 00:00:00,TUNE IN: A Full Hour With Donald Trump On 'Hannity'! Monday 10 PM ET,[],"Following his big win in the South Carolina primary, GOP front-runner Donald Trump joins Sean Hannity for a full hour in a special edition of ""Hannity"" this Monday night at 10pm ET on the Fox News Channel.","['hannity', 'trump', 'hour', 'win', 'special', 'primary', 'donald', 'south', 'joins', 'night', 'et', 'tune', 'sean']"
foxnews,2016-02-20 00:00:00,Italian coffee king buried in giant espresso pot,[],"Renato Bialetti, the coffee king whose name is synonymous with the iconic aluminum stovetop esspresso makers, died last week at the age of 93.

In an unusual and strangely befitting tribute, the ashes of this well-known Italian coffee impresario were placed in a giant Moka pot, which he made famous, at his funeral this week in Montebuglio, Italy.

Bialetti didnt invent the Moka. He just made it famous. A man named Luigi di Ponti designed the appliance in 1933 and sold the patent to Renatos father Alfonso Bialetti, an aluminum vendor.

Bialetti took the modest sales of his fathers company, which had only manufactured 70,000 pots when he gained control in 1947, and spearheaded a massive marketing campaign across Italy for the pots, which were branded with a mustachioed caricature.

Lomino con i baffi, the little man with a mustache, remains a widely-recognized symbol in Italy today.

Bialettis Moka-shaped urn now lies in the family plot in Omegna, Italy.","['week', 'king', 'giant', 'italy', 'aluminum', 'pots', 'pot', 'espresso', 'coffee', 'famous', 'buried', 'bialetti', 'widelyrecognized', 'man', 'moka', 'italian']"
foxnews,2015-02-18 00:00:00,FoxNews.com Opinion Cartoons,[],"2016 FOX News Network, LLC. All rights reserved. This material may not be published, broadcast, rewritten, or redistributed. All market data delayed 20 minutes. Privacy - Terms - FAQ","['redistributed', 'reserved', 'rewritten', 'rights', 'material', 'foxnewscom', 'privacy', 'cartoons', 'published', 'opinion', 'minutes', 'terms', 'network']"
foxnews,2016-02-03 00:00:00,Super Bowl 50 food by the numbers,[],"Super Bowl 50 food by the numbers

Super Bowl is the second largest US food consumption day, only surpassed by Thanksgiving. Viewers will spend an average of $82.19 on food, decor and team apparel, up from $77.88 last year. If you're not already shocked by how much we're buying--and eating--for the big showdown between the Carolina Panthers and Denver Broncos, chew on these facts.","['showdown', 'food', 'youre', 'bowl', '50', 'thanksgiving', 'numbers', 'team', 'surpassed', 'super', 'spend', 'viewers']"
foxnews,2016-02-21 00:00:00,"America, We Could Be Looking At A Trump, Clinton Contest",[],"By Douglas E. Schoen, Jessica Tarlov | FoxNews.com

We could very well be seeing a Trump/Clinton general election match-up.

For the first time in months, it wasnt just a big night for political outsiders.

After a virtual tie in Iowa and a blowout in New Hampshire, Hilary Clinton needed to show that she could turn out voters, that her message was resonating and that there was an end  or at least a pause  in Bernie Sanderss momentum.

In Saturdays Nevada caucus she certainly showed that.

With polls showing a tightening race in the past few days after she led by over 25 points just six weeks ago, it was possible that Sanders couldve pulled this out. But the Clinton firewall of African-American voters was out in full force as they voted for her three-to-one -- an excellent sign as she heads to South Carolina where over 50 percent of the electorate is black and she is heavily favored to win.

But Clinton won handedly with moderates, which adds to the argument that shes more electable come November. And she won, critically, with women  a voting bloc that she has been rapidly losing over the last few months. This is especially significant after the comments by Madeleine Albright and Gloria Steinem just two weeks ago that exposed a large gulf in the way that younger women look at feminism  and Clinton herself  as compared to women of Clintons generation.

Sanders isnt stopping anytime soon, but Saturday really couldn't have gone better for Clinton.

And the same could be said for Donald Trump who won the South Carolina primary decisively.","['ago', 'younger', 'months', 'clinton', 'trump', 'contest', 'carolina', 'voters', 'looking', 'won', 'weeks', 'america', 'south', 'women']"
foxnews,2016-02-21 00:00:00,Video shows Washington state store clerk in shootout with armed robber,[],"Surveillance video from a Washington state convenience store captured a dramatic scene as a female clerk exchanged shots with a would-be robber.

Clerk Seul Lim, 30, and the accused gunman Tyrone Prophet Jr., 23, each got off one shot, authorities told Q13 Fox. His bullet struck Lim in the abdomen. Hers just missed his head.

Prophet is accused of being the masked gunman who walked into Lims Pacific Quickmart in Spanaway Thursday afternoon.

In the video, which is just more than 1 minute, a masked gunman demands money from Lim. She surrenders cash from the till and then pulls out of gun hidden near the register when the robber's head is turned.

Next, the video shows a burst of gunfire and the gunman fleeing.

Lim was treated at the hospital and released Thursday night, the station reported.

Shes tough, her husband Min Kim said, according to KUTV. Shes a tough cookie.

Investigators tracked the getaway car to a motel where Prophet was staying with a woman, the Tacoma News Tribune reported Friday.

The newspaper cited court papers as saying Lims gun and Prophets gun went off near simultaneously.

Related Image Expand / Contract (Tyrone Prophet Jr. (Q13 Fox))

The bullet fired by the victim passed by the defendants head and went into the ceiling, the court papers said, according to the News Tribune. The bullet fired by the defendant hit the victim in the abdomen.

At the motel, investigators recovered a .380 semi-automatic.

Click here for more from Q13 Fox.","['shootout', 'victim', 'bullet', 'lim', 'clerk', 'washington', 'gun', 'tyrone', 'state', 'video', 'robber', 'q13', 'prophet', 'gunman', 'went', 'armed', 'store', 'shows']"
